REF_DATE,GEO,Age group,VALUE
2024,Prince Edward Island,90 years and older,1444
2024,Nova Scotia,All ages,1082769
2024,Nova Scotia,65 to 69 years,74825
2024,Nova Scotia,70 to 74 years,61680
2024,Nova Scotia,75 to 79 years,48925
2024,Nova Scotia,80 to 84 years,29109
2024,Nova Scotia,85 to 89 years,16052
2024,Nova Scotia,65 years and older,239758
2024,Nova Scotia,90 years and older,9167
2024,New Brunswick,All ages,858293
2024,New Brunswick,65 to 69 years,61315
2024,New Brunswick,70 to 74 years,51791
2024,New Brunswick,75 to 79 years,39974
2024,New Brunswick,80 to 84 years,23669
2024,New Brunswick,85 to 89 years,13017
2024,New Brunswick,65 years and older,197263
2024,New Brunswick,90 years and older,7497
2024,Quebec,All ages,8995474
2024,Quebec,65 to 69 years,587822
2024,Quebec,70 to 74 years,476319
2024,Quebec,75 to 79 years,378109
2024,Quebec,80 to 84 years,242452
2024,Quebec,85 to 89 years,133359
2024,Quebec,65 years and older,1906357
2024,Quebec,90 years and older,88296
2024,Ontario,All ages,16144797
2024,Ontario,65 to 69 years,909358
2024,Ontario,70 to 74 years,733627
2024,Ontario,75 to 79 years,582429
2024,Ontario,80 to 84 years,369225
2024,Ontario,85 to 89 years,223490
2024,Ontario,65 years and older,2964438
2024,Ontario,90 years and older,146309
2024,Manitoba,All ages,1492144
2024,Manitoba,65 to 69 years,79706
2024,Manitoba,70 to 74 years,64151
2024,Manitoba,75 to 79 years,48472
2024,Manitoba,80 to 84 years,30004
2024,Manitoba,85 to 89 years,17576
2024,Manitoba,65 years and older,251817
2024,Manitoba,90 years and older,11908
2024,Saskatchewan,All ages,1247868
2024,Saskatchewan,65 to 69 years,71428
2024,Saskatchewan,70 to 74 years,55396
2024,Saskatchewan,75 to 79 years,39433
2024,Saskatchewan,80 to 84 years,25260
2024,Saskatchewan,85 to 89 years,15653
2024,Saskatchewan,65 years and older,218531
2024,Saskatchewan,90 years and older,11361
2024,Alberta,All ages,4909030
2024,Alberta,65 to 69 years,255087
2024,Alberta,70 to 74 years,190881
2024,Alberta,75 to 79 years,136143
2024,Alberta,80 to 84 years,82244
2024,Alberta,85 to 89 years,47440
2024,Alberta,65 years and older,742451
2024,Alberta,90 years and older,30656
2024,British Columbia,All ages,5671114
2024,British Columbia,65 to 69 years,344356
2024,British Columbia,70 to 74 years,288616
2024,British Columbia,75 to 79 years,223410
2024,British Columbia,80 to 84 years,139772
2024,British Columbia,85 to 89 years,80915
2024,British Columbia,65 years and older,1129229
2024,British Columbia,90 years and older,52160
2025,Newfoundland and Labrador,All ages,549911
2025,Newfoundland and Labrador,65 to 69 years,42093
2025,Newfoundland and Labrador,70 to 74 years,37889
2025,Newfoundland and Labrador,75 to 79 years,29566
2025,Newfoundland and Labrador,80 to 84 years,16614
2025,Newfoundland and Labrador,85 to 89 years,8378
2025,Newfoundland and Labrador,65 years and older,138514
2025,Newfoundland and Labrador,90 years and older,3974
2025,Prince Edward Island,All ages,182657
2025,Prince Edward Island,65 to 69 years,11535
2025,Prince Edward Island,70 to 74 years,9845
2025,Prince Edward Island,75 to 79 years,8129
2025,Prince Edward Island,80 to 84 years,4555
2025,Prince Edward Island,85 to 89 years,2551
2025,Prince Edward Island,65 years and older,38105
2025,Prince Edward Island,90 years and older,1490
2025,Nova Scotia,All ages,1093245
2025,Nova Scotia,65 to 69 years,75926
2025,Nova Scotia,70 to 74 years,63415
2025,Nova Scotia,75 to 79 years,51004
2025,Nova Scotia,80 to 84 years,30465
2025,Nova Scotia,85 to 89 years,16576
2025,Nova Scotia,65 years and older,246752
2025,Nova Scotia,90 years and older,9366
2025,New Brunswick,All ages,869682
2025,New Brunswick,65 to 69 years,61635
2025,New Brunswick,70 to 74 years,53108
2025,New Brunswick,75 to 79 years,42021
2025,New Brunswick,80 to 84 years,24776
2025,New Brunswick,85 to 89 years,13566
2025,New Brunswick,65 years and older,202747
2025,New Brunswick,90 years and older,7641
2025,Quebec,All ages,9058297
2025,Quebec,65 to 69 years,597537
2025,Quebec,70 to 74 years,492296
2025,Quebec,75 to 79 years,390075
2025,Quebec,80 to 84 years,256104
2025,Quebec,85 to 89 years,139087
2025,Quebec,65 years and older,1964452
2025,Quebec,90 years and older,89353
2025,Ontario,All ages,16258260
2025,Ontario,65 to 69 years,933726
2025,Ontario,70 to 74 years,758729
2025,Ontario,75 to 79 years,611219
2025,Ontario,80 to 84 years,384050
2025,Ontario,85 to 89 years,231281
2025,Ontario,65 years and older,3069697
2025,Ontario,90 years and older,150692
2025,Manitoba,All ages,1509702
2025,Manitoba,65 to 69 years,81480
2025,Manitoba,70 to 74 years,66705
2025,Manitoba,75 to 79 years,50945
2025,Manitoba,80 to 84 years,31218
2025,Manitoba,85 to 89 years,18086
2025,Manitoba,65 years and older,260365
2025,Manitoba,90 years and older,11931
2025,Saskatchewan,All ages,1266959
2025,Saskatchewan,65 to 69 years,72430
2025,Saskatchewan,70 to 74 years,58513
2025,Saskatchewan,75 to 79 years,41586
2025,Saskatchewan,80 to 84 years,26019
2025,Saskatchewan,85 to 89 years,15892
2025,Saskatchewan,65 years and older,225759
2025,Saskatchewan,90 years and older,11319
2025,Alberta,All ages,5029346
2025,Alberta,65 to 69 years,263393
2025,Alberta,70 to 74 years,203021
2025,Alberta,75 to 79 years,145911
2025,Alberta,80 to 84 years,86482
2025,Alberta,85 to 89 years,49375
2025,Alberta,65 years and older,779999
2025,Alberta,90 years and older,31817
2025,British Columbia,All ages,5697536
2025,British Columbia,65 to 69 years,348798
2025,British Columbia,70 to 74 years,296904
2025,British Columbia,75 to 79 years,236422
2025,British Columbia,80 to 84 years,146580
2025,British Columbia,85 to 89 years,84409
2025,British Columbia,65 years and older,1167246
2025,British Columbia,90 years and older,54133
